"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"Source: Slain ambassador Stevens said he was on al Qaeda list - CNN.com","American intelligence officials are investigating, but Matthew Olsen, the National Counterterrorism Center director, said Wednesday that it was unlikely that Stevens and his security team were killed by random protesters. See the latest key developments in the fallout from the anti-Islam film. http://on.cnn.com/OGRB1U","2012-09-20 06:16:15",333,83,"No","link","http://on.cnn.com/OGRB1U","http://www.facebook.com/5550296508/posts/291732910941840"
"Watch astronaut finish triathlon in space - CNN.com Video","NASA astronaut Sunita Williams is the first person ever to complete a triathlon in space http://on.cnn.com/RxQeO6. See her complete the triathlon aboard the International Space Station.","2012-09-19 18:00:01",692,82,"No","video","http://on.cnn.com/R0yb6t","http://www.facebook.com/5550296508/posts/464282246928076"
"Why Knox's boyfriend didn't turn on her - CNN.com Video","Most people don't realize the two only knew each other for a little over a week before the murder made headlines around the world. Amanda Knox's ex-boyfriend, Raffaele Sollecito talks about his new tell-all book on Anderson Cooper 360 at 8 and 10 p.m. ET. http://on.cnn.com/RyHGqu","2012-09-19 15:14:51",353,27,"No","video","http://on.cnn.com/RyHGqu","http://www.facebook.com/5550296508/posts/528546807170940"
"[Photo]","It's the state where Mitt Romney was born and where his father served as governor, but a new poll indicates President Barack Obama is leading the Republican nominee in the race for Michigan's 16 electoral votes. See a detailed analysis of the results: http://on.cnn.com/R0CcI0    And check out our interactive Polling Center for all of the latest data: http://on.cnn.com/R0IBTI","2012-09-19 13:22:40",6456,890,"No","photo","http://www.facebook.com/photo.php?fbid=10151189003516509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151189003541509"
"Apple's secret plan to join iPhones with airport security - CNN.com","Under Apple’s patent, a traveler’s phone would automatically send electronic identification to a TSA agent as soon as the traveler gets in line. See the patent filed under the working title “iTravel” and how experts believe your travels may change with smartphone technology. http://on.cnn.com/RxagIB   For more coverage of CNN’s “Our Mobile Society” visit CNN.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.","2012-09-19 10:06:00",676,230,"No","link","http://on.cnn.com/RxagIB","http://www.facebook.com/5550296508/posts/463598110347860"
"Kate's breasts, Pussy Riot, virginity tests and our attitude on women's bodies - CNN.com","In a hypersexualized culture, in which porn is available 24-7, it is not female nudity -- or discussion about vaginas or breasts or ""pussy riots"" -- that is scandalous. It’s when women take ownership of their own bodies. In this CNN Living piece, author Naomi Wolf says recent controversies reveal biased views toward women's bodies http://on.cnn.com/RwKZ1a. Do you agree with Wolf?","2012-09-19 08:01:25",1278,278,"Yes","link","http://on.cnn.com/RwKZ1a","http://www.facebook.com/5550296508/posts/464021640285805"
"Free speech or incitement? French mag runs cartoons of Prophet Mohammed - CNN.com","The cartoons are “insulting for the prophet of Islam,” said Mohammed Moussaoui, president of the French Council of Muslim Faith. See how French authorities are already taking precautionary security measures. http://on.cnn.com/QZHiUQ","2012-09-19 05:38:00",443,107,"No","link","http://on.cnn.com/QZHiUQ","http://www.facebook.com/5550296508/posts/116733051810777"
"[Photo]","A new national poll released Tuesday indicates President Barack Obama with a slight edge over Republican nominee Mitt Romney, with the candidates' numbers virtually unchanged compared to their positions before the two parties' conventions. See the results here: http://on.cnn.com/PFqr6O","2012-09-18 20:00:02",3543,548,"No","photo","http://www.facebook.com/photo.php?fbid=10151188003651509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151188061451509"
"Chemical BPA linked to children's obesity","A new study published this week in the Journal of the American Medical Association is adding more fuel to the (BPA) flames http://on.cnn.com/PEMSca. See what the study reports.","2012-09-18 18:00:00",394,120,"No","link","http://on.cnn.com/PEMSca","http://www.facebook.com/5550296508/posts/153981231409822"
"What can they teach Obama, Romney? - CNN.com","CNN Opinion contributor Julian Zelizer explains how international issues helped Eisenhower in 1956 but hurt Carter in 1980 http://on.cnn.com/ObcceO. How do you think the current international crisis will affect Obama and Romney’s campaigns?","2012-09-18 14:01:03",161,29,"Yes","link","http://on.cnn.com/ObcceO","http://www.facebook.com/5550296508/posts/363951770353939"
"You won't need a driver's license by 2040 - CNN.com","The Institute of Electrical and Electronics Engineers recently released predictions that autonomous cars will account for up to 75% of vehicles on the road by 2040. Would you be interested in these “robo-cars?” http://on.cnn.com/OBOGSw","2012-09-18 12:10:28",828,232,"Yes","link","http://on.cnn.com/OBOGSw","http://www.facebook.com/5550296508/posts/353694464717282"
"What do you think about Romney's '47%' remarks?","What do you think of Romney’s “47%” remarks? Add your voice to the survey on the CNN-Facebook I’m Voting app and (if you haven’t already) take the voting pledge!   https://fbhost.promotw.com/imvoting/question/38.html","2012-09-18 10:02:47",996,130,"Yes","link","https://fbhost.promotw.com/imvoting/question/38.html","http://www.facebook.com/5550296508/posts/158663480939412"
"Well-paying jobs, without the 4-year degree","At least 29 million jobs exist in areas like nursing, sales and the trades, according to a study from Georgetown University. See the details behind these well-paying jobs and what educational background they require. http://on.cnn.com/S2rJhk","2012-09-18 08:00:49",828,264,"No","link","http://on.cnn.com/S2rJhk","http://www.facebook.com/5550296508/posts/322268871205803"
"Secret Romney tape: Nearly half think they're victims","See the the private fundraiser video and Romney's response to the controversy.   http://on.cnn.com/S1RBtM","2012-09-18 05:48:47",1101,463,"No","link","http://on.cnn.com/S1RBtM","http://www.facebook.com/5550296508/posts/362187457194500"
"Judge to hear new testimony in 1970 slaying of Green Beret doctor's family - CNN.com","The U.S. Court of Appeals for the Fourth Circuit last year ruled that Jeffrey MacDonald, who was convicted for one of the most infamous murder cases in modern U.S. history, is entitled to an evidentiary hearing http://on.cnn.com/QgQIZJ. See what he and his attorneys will argue about new evidence.","2012-09-17 18:00:01",303,54,"No","link","http://on.cnn.com/QgQIZJ","http://www.facebook.com/5550296508/posts/158039751001170"
"Judge holds off on legal action to end Chicago teacher strike - CNN.com","The complaint filed by Chicago school officials earlier today seeks to compel teachers to return to work immediately, but a judge declined to hear the arguments. Meanwhile, parents and city officials scrambled to keep about 350,000 schoolchildren busy and out of trouble as the strike stretched into its second week http://on.cnn.com/O9o5li. What do you think of the judge’s decision?","2012-09-17 14:02:01",431,70,"Yes","link","http://on.cnn.com/O9o5li","http://www.facebook.com/5550296508/posts/317413085024171"
"Actor: Anti-Islam filmmaker 'was playing us along' - CNN.com","Dionne was one of about 79 cast and crew who say they were ""grossly misled"" when they answered casting calls on Craigslist, Backstage magazine and other publications in July 2011 for a film that was described as ""an historical Arabian Desert adventure."" http://on.cnn.com/O9qTPt","2012-09-17 13:48:49",328,88,"No","link","http://on.cnn.com/O9qTPt","http://www.facebook.com/5550296508/posts/364980483581007"
"Don't blame the video; defend free speech - CNN.com","“The Obama administration’s response to date to the video incident has been depressing and shameful,” writes CNN Opinion contributor David Frum in reference to the YouTube video “Innocence of Muslims.” See what he hopes President Obama addresses in his annual speech to the United Nations and tell us if you agree. http://on.cnn.com/O9hnvH","2012-09-17 12:03:00",795,152,"No","link","http://on.cnn.com/O9hnvH","http://www.facebook.com/5550296508/posts/492296834121886"
"Report: Boy Scouts org. hid abuse claims - CNN.com Video","CNN’s Early Start takes a look at allegations of sexual abuse in the boy scouts with Jason Felch of the Los Angeles Times. See the details of the reports and the response from the Boy Scouts of America. ","2012-09-17 09:54:06",216,40,"No","video","http://cnn.com/video/data/2.0/video/us/2012/09/17/early-l-a-times-intv-boy-scout-scandal.cnn.html","http://www.facebook.com/5550296508/posts/286626311450791"
"Family: Marine predicted own death - CNN.com Video","""Green-on-blue"" attacks are becoming disturbingly more frequent in Afghanistan. Families like this one are saying it’s a sign America’s longest war has gone on long enough http://on.cnn.com/Qg3SpU. See Greg Buckley Sr.’s heart wrenching story about how his son knew that he was going to be killed by an “insider.”  ","2012-09-17 08:01:06",752,277,"No","video","http://cnn.com/video/data/2.0/video/us/2012/09/16/ariosto-green-on-blue-death.cnn-wabc.html","http://www.facebook.com/5550296508/posts/259230124197793"
"Protests mark Occupy Wall Street's 1-year anniversary","The “S17” gatherings may reunite members of the Occupy movement, which organizers say has evolved into somewhat disparate “affinity groups.” See the events and demonstrations planned for today. http://on.cnn.com/QfMotM","2012-09-17 06:02:29",212,26,"No","link","http://on.cnn.com/QfMotM","http://www.facebook.com/5550296508/posts/470525532968994"
"Handheld device that saves lives - CNN.com","Myshkin Ingawale leads a team that is producing a handheld anemia detection device for use in nations with limited health resources. http://on.cnn.com/O769YN     See more of CNN’s coverage of “Our Mobile Society” at http://www.cnn.com/OurMobileSociety and on the CNN mobile apps.","2012-09-16 15:59:43",228,42,"No","link","http://on.cnn.com/O769YN","http://www.facebook.com/5550296508/posts/355365357882721"
"Domestic terror: Are we doing enough to combat the threat from within? - CNN.com","Experts say domestic terrorists pose significant threats to the homeland, and the U.S. needs to do more to safeguard itself from the threat within. http://on.cnn.com/UdVojX","2012-09-16 11:32:35",787,138,"No","link","http://on.cnn.com/UdVojX","http://www.facebook.com/5550296508/posts/172021339589029"
"Costa Rica's living university - CNN.com Video","This week The Next List is profiling Juan Sostheim, owner of Rancho Margot, a luxury eco-tourist resort - preview below and watch today at 2 PM ET only on CNN. ","2012-09-16 08:08:52",254,29,"No","video","http://cnn.com/video/data/2.0/video/living/2012/09/10/the-next-list-sostheim-preview-1.cnn.html","http://www.facebook.com/5550296508/posts/405306262857753"
"Seven ways mobile phones have changed lives in Africa - CNN.com","In Nigeria, more people access the Internet on a mobile phone than on a PC. CNN asked people how mobile has changed Africa. Read their responses as well as our list of seven ways mobile is changing Africa. http://on.cnn.com/PEcBoy   For all of CNN's ""Our Mobile Society"" coverage, go to http://cnn.com/OurMobileSociety or the Our Mobile Society section of the CNN mobile apps.","2012-09-15 15:10:19",897,177,"No","link","http://on.cnn.com/PEcBoy","http://www.facebook.com/5550296508/posts/266688430116834"
"Why they teach despite it all - CNN.com","Five teachers explain why they’ve stayed in the profession despite personal, professional and financial challenges. http://on.cnn.com/PEefXb","2012-09-15 10:27:35",897,193,"No","link","http://on.cnn.com/PEefXb","http://www.facebook.com/5550296508/posts/262695373832779"
